index,s1,r,s2
"569","strong U.S. foothold","in","Della Femina"
"570","WCRS","will pay","2.02 billion French francs"
"570","Carat Holding S.A","one of Europe","largest media buyers"
"571","Eurocom","held","ad unit"
"571","Eurocom","pay","43.5 million"
"571","Eurocom","raise its stake","WCRS"
"572","Eurocom","stake in","Belier Group"
"572","WCRS","joint venture","Eurocom"
"572","Belier Group","joint venture","ad agency network"
"573","San Francisco","Tuesday","earthquake"
"573","staffers","survey","damage"
"574","reported","no","injuries"
"574","quake","damaged","offices"
"574","offices","of","J. Walter Thompson"
"574","offices","of","Chiat\/Day\/Mojo and"
"574","offices","of","Needham"
"575","windows","broken at","Chiat\/Day\/Mojo ,"
"576","DDB Needham executives","scheduled","business presentation"
"577","DDB Needham","'s","office building"
"577","office building","sustained","structural damage"
"578","Chesebrough-Pond","'s","Faberge hair care accounts"
"578","Faberge hair care accounts","awarded","J. Walter Thompson"
"579","Thompson","unit of","WPP Group"
"579","Thompson","handle","Faberge Organic"
"579","Thompson","handle","Aqua Net"
"580","accounts","billed","$ 7 million last year"
"581","Peter Anthony","runs","employment agency"
"581","employment agency","New York","New York"
"582","Glenn Britta","a","financial analyst"
"582","Glenn Britta","a","25-year-old"
"583","Israel Silverman","an","insurance-company lawyer"
"583","Israel Silverman","an","New York"
"584","Jim Enzor","of","Atlanta"
"584","Jim Enzor","defends","program trading"
"585","Scott Taccetta","a","Chicago accountant"
"585","Scott Taccetta","into","money-market funds"
"586","Mr. Taccetta","recouped","$ 5,000"
"586","Mr. Taccetta","lost","$ 5,000"
"586","$ 5,000","in","1987 crash"
"587","Mrs. Arighi","of","Arnold"
"587","Arnold",",","Calif"
"587","Mrs. Arighi","sell","speculative stocks"
"588","Lucille Gorman",",","Chicago housewife"
"588","Lucille Gorman","an","84-year-old"
"589","Mrs. Gorman","buy","stocks"
"590","William C. Walbrecher Jr","an","executive"
"590","executive","at","1st Nationwide Bank"
"590","William C. Walbrecher Jr","named","president"
"590","president","of","Citadel Holding Corp"
"590","chief executive officer","of","Citadel Holding Corp"
"590","Citadel Holding Corp","unit","Fidelity Federal Bank"
"591","candidates","named","Rudolph Giuliani"
"592","Mr. Dinkins","fail to file","income taxes"
"592","Mr. Dinkins","fail to file","four years"
"592","Mr. Dinkins","insists","voluntarily admitted"
"592","voluntarily admitted","the","oversight"
"592","considered","for","city job"
"593","$ 95,142","in","matching funds"
"593","Mr. Dinkins","incomplete","campaign records"
"594","Mr. Dinkins","'s","managers"
"594","managers","have","office"
"594","Mr. Dinkins","'s","organization"
"594","organization","have","members"
"595","Mr. Giuliani","'s","campaign chairman"
"595","campaign chairman",",","Peter Powers"
"595","Peter Powers","says","Dinkins ad is `` deceptive"
"596","Democratic Lt. Gov","","Douglas Wilder"
"596","Republican","","Marshall Coleman"
"596","Douglas Wilder","opened","gubernatorial battle"
"596","abortion commercial","produced","Frank Greer"
"597","commodity-chemical segment","seen pulling down","overall profit"
"597","overall profit","for","20 companies"
"597","20 companies","representative","whole industry"
"598","James Wilbur",",","Smith Barney analyst"
"599","First Boston Corp","projects","10 of the 15 companies it follows will report lower profit"
"600","Wilmington",",","Del"
"600","company","helped","prices weaken"
"600","prices weaken","on","commodity chemicals"
"600","commodity chemicals","it","buys"
"600","buys","for","production needs"
"600","production needs","such as","ethylene"
"601","estimates for Du Pont","range","from $ 2.25 to $ 2.45"
"602","Du Pont","declined","comment"
"603","Banco Exterior","run by","politicians"
"603","Mr. Luzon","helm","Banco Exterior"
"604","Mr. Luzon","moved","cut costs"
"604","Mr. Luzon","moved","increase capital"
"605","Mr. Luzon","eliminated","800 jobs"
"606","bank","employs","8,000 people"
"606","8,000 people","in","Spain"
"606","bank","employs","2,000"
"607","Banco Exterior","issued","subordinated debt"
"607","105 million","in","subordinated debt"
"608","Banco Exterior","create","brokerage house"
"608","Spanish stock exchanges","sweeping","changes"
"609","Shearson","does n't","computer-guided program trading"
"609","computer-guided program trading","its own","account"
"609","Shearson","execute","orders for clients"
"609","orders for clients","tied to","certain stock indexes"
"610","Robert Antolini",",","head of over-the-counter trading"
"610","head of over-the-counter trading","at","Donaldson , Lufkin & amp ; Jenrette"
"611","Kinder-Care Learning Centers","added","1\/4 to 4"
"611","1\/4 to 4","on","461,200 shares"
"612","Lodestar Group","make","$ 6-a-share offer"
"612","$ 6-a-share offer","for","Kinder-Care Learning Center common stock"
"613","Shares","of","KinderCare"
"613","Shares","closed at","3"
"615","North Atlantic Industries","jumped","1"
"616","electronics-instruments maker","acquired by","Asset Management Associates"
"616","electronics-instruments maker","acquired by","$ 7.25 a share"
"617","Mr. Trudeau","'s","attorney"
"617","attorney",",","Norman K. Samnick"
"618","Mr. Samnick","said","guild disciplinary hearing"
"618","guild disciplinary hearing","scheduled","next Monday"
"618","guild disciplinary hearing","in","New York"
"619","federal appeals court","upheld","lower court ruling"
"620","Department of Health and Human Services rule","adopted","1988"
"621","Second U.S . Circuit Court of Appeals","in","New York"
"621","Title X funds","are","federal funding"
"622","Judge",",","Dallas District"
"622","Jack Hampton","sparked calls","judicial inquiry"
"622","Jack Hampton","remarks","December"
"622","Jack Hampton","sentencing","18-year-old defendant"
"622","18-year-old defendant","to","30 years"
"622","30 years","in","state prison"
"622","18-year-old defendant","killing","two homosexual men"
"622","two homosexual men","in","city park"
"623","claims","filed with","State Board of Control"
"623","claims","arising out","collapse"
"624","International Nickle","of","Canada"
"624","International Nickle","advised by","Morgan"
"624","International Nickle","offered","$ 28 a share"
"624","offered","for","ESB"
"624","ESB","a","Philadelphia battery maker"
"625","Inco","the","Toronto company"
"626","F.J . Port",",","ESB"
"626","ESB","'s","president"
"627","Joseph Flom","of","Skadden , Arps , Slote , Meagher & amp ; Flom"
"627","Skadden , Arps , Slote , Meagher & amp ; Flom","a","legal firm"
"627","legal firm","in","merger cases"
"628","United Aircraft","headed by","Harry Gray"
"628","United Aircraft","offered","$ 34 a share"
"629","Gray","advised by","Goldman Sachs"
"629","Gray","advised by","Merrill Lynch"
"630","Costa Rica","'s","economic condition"
"630","economic condition","warrant","cut in aid"
"630","Costa Rica","'s","$ 4.5 billion foreign debt"
"631","Rodrigo Sotela","an","economic affairs specialist"
"631","economic affairs specialist","at","Costa Rican Embassy"
"631","Costa Rican Embassy","in","Washington"
"632","Oscar Arias","Costa Rican","President"
"633","Mr. Arias","refusal","U.S. 's campaign"
"634","Sen. Terry Sanford","member of","Foreign Relations Committee"
"635","Compaq Computer Corp",",","Houston"
"635","Compaq Computer Corp","supply","microprocessors"
"635","microprocessors","from","Valley"
"635","Compaq Computer Corp","approach","just-in-time manufacturing"
"636","Digital Equipment","has","disaster-recovery response centers"
"636","disaster-recovery response centers","in","Dallas"
"636","disaster-recovery response centers","in","Atlanta"
"636","disaster-recovery response centers","in","Colorado Springs"
"636","disaster-recovery response centers","in","Colo"
"637","calls","from","people"
"637","units","handling","calls"
"637","people","in","San Francisco area"
"637","calls","from","computers"
"637","computers","to dial","Digital"
"638","Digital","dispatched","teams of technicians"
"638","teams of technicians","dispatched","California"
"639","Lawrence Livermore National Laboratory","had","superficial damage"
"639","Energy Department","conducts research","nuclear weapons"
"640","Lockheed Corp","in","Sunnyvale"
"640","Lockheed Corp","'s","missiles and space systems group"
"640","Sunnyvale","south of","San Francisco"
"641","Lockheed","'s","sectors"
"641","sectors","accounting for","$ 10.59 billion in sales"
"641","Lockheed","aerospace","company"
"641","Pentagon contractor","on","Trident II ballistic missile"
"642","missile shield","called","Strategic Defense Initiative"
"642","It","generates pieces of","missile shield"
"643","truce","lasted","hours"
"644","ads","featuring","Mr. Coleman"
"644","Mr. Coleman","raising","questions"
"644","questions","about","Mr. Wilder"
"645","Democratic Rep",",","James Florio"
"645","James Florio","aired","ad"
"645","ad","featuring","drawing of Pinocchio"
"645","ad","featuring","photograph"
"645","photograph","of","Republican Rep"
"645","Republican Rep",",","Mr. Florio 's rival"
"645","Republican Rep",",","Jim Courter"
"645","Jim Courter",",","Mr. Florio 's rival"
"646","commercial","produced","Bob Squier"
"647","Courter campaign","responded","own Pinocchio commercial"
"647","own Pinocchio commercial","produced","Mr. Ailes"
"648","William Hinton","an","energy futures broker"
"648","energy futures broker","with","Stotler & amp ; Co"
"649","New York Mercantile Exchange",",","West Texas Intermediate"
"649","West Texas Intermediate","for","crude"
"649","crude","at","$ 20.89 a barrel"
"650","spot prices","of","North Sea crudes"
"650","spot prices","up","35 to 75 cents a barrel"
"651","Nauman Barakat","a","first vice president"
"651","first vice president","at","Shearson Lehman Hutton Inc"
"652","Nigeria","reached","production limit"
"653","Weatherford International Inc","said","canceled plans"
"653","canceled plans","for","preferred-stock swap"
"654","delegation","included","reporter"
"654","delegation","included","aides"
"654","reporter","from","New York Times"
"654","aides","to","Sen. Edward M. Kennedy"
"654","aides","to","Rep. Les AuCoin"
"655","U.S.S.R","taken","unilateral measures"
"655","unilateral measures","of","openness"
"656","Letter","from","Eduard Shevardnadze"
"656","Eduard Shevardnadze","to","U.N. Secretary-General Perez de Cuellar"
"656","Letter","reported in","Tass"
"657","construction","of this","station"
"657","station","size","Egyptian pyramids"
"658","we","receive","confirmation"
"658","confirmation","of","Krasnoyarsk violation"
"658","confirmation","from","Soviets"
"659","Soviet military facility","reported","Soviet military facility"
"659","Soviet military facility","in","Sverdlovsk"
"660","incident","at","biological weapons"
"660","U.S. government","assessment","incident"
"660","incident","violation","Biological Weapons Convention"
"661","Columbia","'s","portfolio"
"661","portfolio","were","Allied Stores"
"661","portfolio","were","Western Union Telegraph"
"661","portfolio","were","Gillett Holdings"
"661","portfolio","were","SCI Television"
"661","portfolio","were","Texas Air"
"661","portfolio","lost","value"
"662","Lewis Ranieri","of","Ranieri Associates"
"662","Lewis Ranieri","specialist","thrift"
"662","Lewis Ranieri","in","New York"
"663","Mr. Gurria","Mexico 's","under-secretary"
"663","under-secretary","of","ministry of finance"
"663","Mr. Gurria","met","European bankers"
"663","Mr. Gurria","in","London"
"663","European bankers","in","London"
