index,s1,r,s2
"215","Mazda","revealed","MX-5 Miata RF"
"215","MX-5 Miata RF","revealed","New York"
"215","MX-5 Miata RF","on display","Goodwood Festival of Speed"
"215","MX-5 Miata RF","on display","Pebble Beach"
"215","MX-5 Miata RF","styling","fastback hardtop"
"215","F-Type Coupe","begins","61,000"
"215","MX-5 Miata RF","at","Pebble Beach"
"216","Car and Driver","reporting","R8 e-tron"
"216","Audi","killed off","R8 e-tron"
"216","R8 e-tron","starring role","Iron Man 3"
"216","R8 e-tron","was no","informational sales material"
"216","R8 e-tron","available","Europe only"
"216","R8 e-tron","price","one million euros"
"217","Hurricane Matthew","a","storm"
"217","guy","parked","E30 M3"
"217","E30 M3","inside","house"
"217","E30 M3","shield","storm"
"217","video","at","Lamborghini Palm Beach"
"217","video","shows","garage"
"217","garage","with","38 Lamborghinis"
"217","garage","with","11 other exotic cars"
"218","new 5 Series","named","G30"
"218","G30","larger","predecessor"
"218","G30","longer by","1.2 ""
"218","G30","taller by","0.6"
"218","G30","wider by","0.3 ""
"218","G30","a","lower coupe roofline"
"219","Mansory","released","teaser image"
"219","Mansory","working on","Bentayga"
"219","teaser image","info about","power bump"
"219","teaser image","info about","carbon fiber"
"219","Mansory","revealed","custom Bentayga"
"219","custom Bentayga","debut","SEMA 2016"
"219","Mansory","added","carbon fiber grille"
"219","Mansory","added","rear diffuser"
"220","Linda Jackson",",","Citroen CEO"
"220","Linda Jackson","confirmed","E-Commerce"
"220","E-Commerce","out in","selected markets"
"220","E-Commerce","means","buy a car"
"220","buy a car","without","foot in a dealership"
"220","E-Commerce","set up","pick up"
"220","pick up","their","new car"
"221","Toyota","developing","Prius Prime"
"221","Toyota","developing","Supra"
"221","Sequoia","not","high-tech"
"221","Sequoia","was","updated"
"221","Sequoia","in","three trim levels"
"221","Sequoia","starts","SR5"
"221","SR5","include","steering wheel audio controls"
"221","SR5","include","Bluetooth"
"221","SR5","include","tri-zone automatic climate control"
"222","Forza Horizon 3","hooning about","Australia"
"222","Forza Horizon 3","on","PC"
"222","Porsche","including the","911 GT3 RS"
"222","Porsche","including the","918 Spyder"
"222","Porsche","including the","GT2 RS"
"222","Porsche","including the","Macan Turbo"
"223","Kawasaki Ninja H2","a","3,000-4,000 pound car"
"223","Kawasaki Ninja H2","pushing up to","326 horsepower"
"223","Bugatti Chiron","weigh in at","4,390 pounds"
"223","Bugatti Chiron","makes around","1,500 hp"
"223","Bugatti Chiron","power to weight ratio of","2.92 pounds"
"223","McLaren 12C","no chance of keeping up with","Kawasaki Ninja H2"
"223","Lamborghini Huracan","no chance of keeping up with","Kawasaki Ninja H2"
"224","Mitsubishi","the","Japanese automaker"
"224","Evolution sedan","ending production","August"
"224","Mitsubishi","a","Crossover"
"224","Mitsubishi","at","Geneva Motor Show"
"224","Don Swearingen","executive vice president and chief operating officer of","Mitsubishi Motors North America"
"225","Fiat Chrysler","create","Ram Rebel TRX"
"225","Fiat Chrysler","create","Trailcat"
"225","Fiat Chrysler","nothing new to reveal","Detroit auto show"
"225","Fiat Chrysler","in the","CES show"
"225","FCA","revealed","Chrysler Portal BEV"
"226","Lincoln","models like","MKZ"
"226","Lincoln","models like","Continental"
"226","Lincoln","increase","US sales"
"226","Lincoln","on a roll in","China"
"226","Continental","beating out","Lexus GS"
"226","Continental","beating out","Audi A6"
"227","Miami Vice","in the","1980s"
"227","Crocket and Tubb","’ s","Ferrari Testarossa"
"227","Ferrari Testarossa","going under the hammer at","Barrett Jackson auction"
"227","1986 model Testarossa","has a","4.9-liter 390-hp flat-12 engine"
"227","1986 model Testarossa","with a","5-speed manual gearbox"
"227","1986 model Testarossa","with luxuries including","power windows"
"227","1986 model Testarossa","with luxuries including","cruise control"
"227","1986 model Testarossa","with luxuries including","air conditioning"
"228","geezer","in","Vauxhall Astra"
"228","geezer","knows","corner"
"228","geezer","knows","apex"
"228","geezer","is","Rob Wilson"
"228","Rob Wilson","teaching","Formula 1 drivers"
"228","Rob Wilson","teaching","Top Gear celeb"
"228","Rob Wilson","coached","Lewis Hamilton"
"228","Rob Wilson","done it all","Indy car"
"228","Rob Wilson","done it all","Formula 3"
"229","Sergio Marchionne",",","CEO"
"229","CEO",",","Ferrari"
"229","Matthew Parsons",",","rendering artist"
"229","Matthew Parsons","come up","288 GTO"
"229","288 GTO","idea","design interpretation"
"230","M5","all-new","BMW"
"230","M5","A","600 hp"
"230","M5","A","luxury sedan"
"230","M5","competitor","Cadillac CTS-V"
"230","M5","competitor","Corvette Z06-sourced V8"
"230","M5","delivers","553 lb-ft of torque"
"230","CTS-V","beat","M5"
"230","CTS-V","Its","supercharged 6.2-liter V8"
"230","M5","features","4.4-liter twin-turbo"
"231","William Caston",",","two teens"
"231","Dez Montayevian Bell",",","two teens"
"231","two teens","assaulted","valet caretaker"
"231","two teens","took","Lamborghini"
"231","two teens","robbery occurred","South Lamar Street"
"231","South Lamar Street","in","Dallas"
"231","Dallas",",","Texas"
"231","police helicopter","spot","Lamborghini"
"231","Dallas County Sheriffs","help","pursuit"
"231","Lamborghini","broke down","Interstate 45 mid-pursuit"
"232","Porsche","topped","quality survey"
"232","J.D. Power","quality survey","quality survey"
"232","Porsche","outline","global endurance test program"
"232","Cayenne","go through","global endurance test program"
"232","Cayennes","sold","three quarters of a million"
"232","Porsche","refine","process"
"232","process","talking","-49 Fahrenheit"
"232","process","talking","122 Fahrenheit"
"233","Nissan","launched","Z car"
"233","Z car","internally called","Z32"
"233","Z car","billed","300ZX"
"233","twin-turbo","had","78-hp"
"233","300ZX","came out","twin-turbo"
"233","3.0-liter V6","produced","300 hp"
"233","300ZX","competition","C4 Corvette"
"234","Kode 0","designed by","Ken Okuyama"
"234","Ken Okuyama",",","Pininfarina designer"
"234","Ken Okuyama","drew","iconic lines"
"234","iconic lines","of","Ferrari Enzo"
"234","iconic lines","Its","low wedge-shaped lines"
"234","iconic lines","Its","long headlights"
"234","iconic lines","Its","hexagonal wheels"
"234","Kode 0","at","Pebble Beach Concours d ’ Elegance"
"234","Kode 0","produces","700 horsepower"
"235","Production","Production","Model 3"
"235","Elon Musk","confirmed","Tesla"
"235","Elon Musk",",","CEO"
"235","Tesla",",","SpaceX facility"
"235","Hawthorne",",","California"
"235","SpaceX facility","at","Hawthorne"
"236","Mazda","an","RX-7"
"236","Mazda","an","RX-8"
"236","Mazda","an","787B"
"236","RX-7","propelled","piston-less combustion engines"
"236","RX-8","propelled","piston-less combustion engines"
"236","787B","propelled","piston-less combustion engines"
"236","NSU Ro80","Revealed","Frankfurt Motor Show"
"236","NSU Ro80","having","1.0-liter rotary engine"
"236","NSU Ro80","crowned","European Car of the Year"
"236","European Car of the Year","in","1968"
"237","Bugatti Veyron","price","$ 1.5 million+"
"237","tires","cost","$ 42,000"
"237","Bugatti Veyron","new set","tires"
"237","Martin Grabowski","principal engineer","Bugatti"
"237","Martin Grabowski","at","Frankfurt"
"237","Chiron",",","Bugatti"
"237","Chiron","moved","standard rim geometry"
"237","standard rim geometry","therefore","standard mounting process"
"238","BMW 3 Series","debut","2018 Paris Motor Show"
"238","M Performance parts","include","two front splitters"
"238","M Performance parts","there are","trunk lid spoilers"
"238","18-inch M Performance brakes","added","BMW 3 Series"
"239","Polestar 1","reached","milestone"
"239","pre-production prototypes","used for","crash tests"
"239","pre-production prototypes","used for","weather testing"
"239","pre-production prototypes","used for","on-road assessment"
"239","Polestar 1","Construction","Gothenburg"
"239","Polestar 1","built at","Chengdu"
"239","Polestar 1","required","specialized production equipment"
"240","Porsche","showed off","911 Speedster concept"
"240","Porsche","at","Paris Motor Show"
"240","Porsche",":","959"
"240","Porsche",":","911 GT1"
"240","Porsche",":","Carrera GT"
"240","Porsche",":","918 Spyder"
"240","959","launched back in","1986"
"240","959","with a top speed of","197 mph"
"240","959","tech was later applied to","911 Carrera 4"
"241","Aston Martin","on","London Stock Exchange"
"241","Aston Martin","under the ticker symbol","AML"
"241","Aston Martin","floated","25 percent"
"241","Ferrari","float","10 percent"
"241","Nio","on the","New York Stock Exchange"
"241","Aston Martin","chairman","Penny Hughes"
"241","Chinese electric car startup",",","Nio"
"242","Bugatti Divo","debut at","2018 Paris Motor Show"
"242","Bugatti Chiron","shown off at","2018 Paris Motor Show"
"242","Bugatti Chiron","comprising of","one million Lego Technic pieces"
"242","Lego Power Function","uses","2,304 motors"
"242","Lego replica","similar to","Bugatti Chiron"
"243","Bentley","introduced","Bentayga"
"243","Bentayga","delivered","429 horsepower"
"243","Bentayga","delivered","664 lb-ft of torque"
"243","SUV","like","Bentayga"
"243","Bentley","focus on","electrification"
"243","petrol Bentayga","in","European markets"
"244","BMW","revealed","2019 i3"
"244","2019 i3","boasts","larger battery"
"244","2019 i3","boasts","longer electric range"
"244","2019 i3","thanks to its new","42.2 kWh battery"
"244","2019 i3","can now go","153 miles"
"244","i3 range extender","houses","650 cc engine"
"245","truck","include","Ram Rebel"
"245","off-road","include","GMC Sierra AT4"
"245","off-road","include","Chevrolet Colorado ZR2"
"245","Ford","confirm","US-spec Ranger Raptor"
"245","Chevrolet","trademarked","ZR2 Bison"
"245","Chevrolet","trademarked","Colorado Bison"
"246","Jaguar","launch","E-Pace"
"246","I-Pace","had","official debut"
"246","Jaguar","turning its attention to","J-Pace"
"246","Jaguar","not to infringe upon","Land Rover territory"
"246","SUVs","are also highly profitable for","automakers"
"246","Jaguar","promised","plug-in hybrid J-Pace"
"247","2019 BMW M2 Competition","with","410 hp"
"247","2019 BMW M2 Competition","with","405 lb-ft of torque"
"247","2019 BMW M2 Competition","with","biturbo 3.0-liter six-cylinder engine"
"247","M2 coupe","produces","365 hp"
"247","M2 coupe","produces","343 lb-ft"
"247","BMW Blog Slovenia","obtain","official specs"
"247","2019 BMW M2 Competition","equipped with","dual-clutch gearbox"
"248","Lamborghini","announce","Avendator Superveloce Jota"
"248","Lamborghini","is chasing a new lap record with","Avendator Superveloce Jota"
"248","Avendator Superveloce Jota","five seconds faster than","Lamborghini Aventador SV"
"248","Avendator Superveloce Jota","6.7 seconds slower than","GT2 RS"
"248","GT2 RS","holds","current production car record"
"249","Maverick","First introduced in","1970s"
"249","Maverick","designed to replace","Falcon"
"249","Maverick","positioned above","Pinto"
"249","SUV lineup","will be spearheaded by","Bronco"
"249","SUV lineup","will be spearheaded by","Explorer"
"249","new compact off-roader","will act as","Baby Bronco"
"250","3.5-liter V6 engine","produces","301 horsepower"
"250","loaded V6 XSE","carried a starting price of","$ 35,000"
"250","Chevrolet SS","cost","$ 46,000"
"250","6.2-liter 415-hp V8","is mated to","six-speed automatic"
"251","Tesla","revealed","electric semi truck"
"251","electric semi truck","with","500-mile range"
"251","Nikola Motors",",","American hybrid truck designer"
"251","Nikola Motors","based out of","Salt Lake City"
"251","Nikola Motors","filed a lawsuit on Tuesday against","Tesla"
"251","Nikola One","was issued with","six design patents"
"252","3,153 units","sold in","US"
"252","Hyundai Azera","was not","popular"
"252","Hyundai Azera","was","premium large sedan"
"252","Hyundai Azera","Offering some of the fiercest competition to","Toyota Avalon"
"252","Hyundai Azera","Offering some of the fiercest competition to","Buick LaCrosse"
"252","Hyundai Azera","began in","2005"
"252","Hyundai Azera","called","Grandeur"
"253","Jaguar XE","are","rear-wheel-drive luxury performance sedans"
"253","Jaguar XE","can accommodate","V8 engine"
"253","XF","are","rear-wheel-drive luxury performance sedans"
"253","XF","can accommodate","V8 engine"
"253","Jaguar","build direct competitors to","BMW M3"
"253","Jaguar","build direct competitors to","M5"
"253","Jaguar","does not have a high-performance version of","XF Sportbrake"
"253","Jaguar","gifted","XE SV Project 8"
"253","XE SV Project 8",",","Nurburgring lap record holder"
"254","General Motors","shut","Saab"
"254","NEVS",",","National Electric Vehicle Sweden"
"254","NEVS","purchased","Saab"
"254","NEVS","has just begun production of","rebadged 9-3 sedan"
"254","Tianjin",",","China"
"255","Batmobile","appearance in","Justice League"
"255","Batmobile","with","imposing armor"
"255","Batmobile","with","arsenal of weaponry"
"255","Marvel","partnered with","Audi"
"255","Marvel","partnered with","Lexus"
"255","DC","decided to team up with","Mercedes"
"256","Bugatti Chiron","heading to","RM Sotheby ’ s Paris auction"
"256","Bugatti Chiron","include","Maritime Blue brake calipers"
"256","Bugatti Chiron","include","carbon fiber steering wheel"
"256","Bugatti Chiron","costs","2.4 million euros"
"257","Land Rover","revealed","Range Rover SVAutobiography"
"257","Range Rover SVAutobiography","billed as","luxurious Range Rover"
"257","Range Rover SVAutobiography","may not be","flagship Range Rover"
"257","Land Rover","considering","Range Rover SUV"
"257","Land Rover","’ s","Gerry McGovern"
"257","Range Rover","rival","Rolls-Royce"
"257","Range Rover","rival","Bentley"
"258","The Tesla Owners Club of Saudi Arabia","produced","video clip"
"258","Model X","in","Arabian Desert"
"258","Model X","with","heavy battery pack"
"258","heavy battery pack","with","low center of gravity"
"259","Aston Martin Vantage","is","AMG-powered"
